#Raman_shift/cm-1          I_tot                 I_e                   I_h
  -654.2        1.456383774407E-009   1.499214804383E-008   7.273101922738E-009
  -654.1        1.456096186074E-009   1.498925625713E-008   7.271715530899E-009
  -654.0        1.455808701007E-009   1.498636551958E-008   7.270329644691E-009
  -653.9        1.455521319162E-009   1.498347583071E-008   7.268944263893E-009
  -653.8        1.455234040494E-009   1.498058719007E-008   7.267559388281E-009
  -653.7        1.454946864955E-009   1.497769959718E-008   7.266175017634E-009
  -653.6        1.454659792501E-009   1.497481305159E-008   7.264791151731E-009
  -653.5        1.454372823087E-009   1.497192755284E-008   7.263407790349E-009
  -653.4        1.454085956666E-009   1.496904310047E-008   7.262024933267E-009
  -653.3        1.453799193193E-009   1.496615969401E-008   7.260642580264E-009
  -653.2        1.453512532623E-009   1.496327733301E-008   7.259260731118E-009
  -653.1        1.453225974910E-009   1.496039601701E-008   7.257879385608E-009
  -653.0        1.452939520010E-009   1.495751574554E-008   7.256498543513E-009
  -652.9        1.452653167875E-009   1.495463651815E-008   7.255118204613E-009
  -652.8        1.452366918462E-009   1.495175833438E-008   7.253738368685E-009
  -652.7        1.452080771725E-009   1.494888119377E-008   7.252359035511E-009
  -652.6        1.451794727618E-009   1.494600509586E-008   7.250980204868E-009
  -652.5        1.451508786096E-009   1.494313004020E-008   7.249601876537E-009
  -652.4        1.451222947114E-009   1.494025602632E-008   7.248224050298E-009
  -652.3        1.450937210626E-009   1.493738305377E-008   7.246846725930E-009
  -652.2        1.450651576589E-009   1.493451112208E-008   7.245469903213E-009
  -652.1        1.450366044955E-009   1.493164023081E-008   7.244093581927E-009
  -652.0        1.450080615681E-009   1.492877037950E-008   7.242717761853E-009
  -651.9        1.449795288720E-009   1.492590156768E-008   7.241342442771E-009
  -651.8        1.449510064028E-009   1.492303379491E-008   7.239967624461E-009
  -651.7        1.449224941560E-009   1.492016706072E-008   7.238593306704E-009
  -651.6        1.448939921271E-009   1.491730136466E-008   7.237219489280E-009
  -651.5        1.448655003116E-009   1.491443670628E-008   7.235846171971E-009
  -651.4        1.448370187049E-009   1.491157308512E-008   7.234473354558E-009
  -651.3        1.448085473026E-009   1.490871050072E-008   7.233101036820E-009
  -651.2        1.447800861001E-009   1.490584895263E-008   7.231729218541E-009
  -651.1        1.447516350930E-009   1.490298844040E-008   7.230357899501E-009
  -651.0        1.447231942769E-009   1.490012896356E-008   7.228987079481E-009
  -650.9        1.446947636471E-009   1.489727052167E-008   7.227616758263E-009
  -650.8        1.446663431992E-009   1.489441311428E-008   7.226246935629E-009
  -650.7        1.446379329288E-009   1.489155674092E-008   7.224877611361E-009
  -650.6        1.446095328313E-009   1.488870140114E-008   7.223508785241E-009
  -650.5        1.445811429023E-009   1.488584709450E-008   7.222140457050E-009
  -650.4        1.445527631373E-009   1.488299382054E-008   7.220772626571E-009
  -650.3        1.445243935319E-009   1.488014157881E-008   7.219405293586E-009
  -650.2        1.444960340815E-009   1.487729036885E-008   7.218038457878E-009
  -650.1        1.444676847816E-009   1.487444019021E-008   7.216672119229E-009
  -650.0        1.444393456279E-009   1.487159104244E-008   7.215306277422E-009
  -649.9        1.444110166159E-009   1.486874292510E-008   7.213940932240E-009
  -649.8        1.443826977411E-009   1.486589583772E-008   7.212576083466E-009
  -649.7        1.443543889990E-009   1.486304977985E-008   7.211211730882E-009
  -649.6        1.443260903852E-009   1.486020475106E-008   7.209847874273E-009
  -649.5        1.442978018952E-009   1.485736075088E-008   7.208484513421E-009
  -649.4        1.442695235246E-009   1.485451777886E-008   7.207121648109E-009
  -649.3        1.442412552690E-009   1.485167583456E-008   7.205759278122E-009
  -649.2        1.442129971238E-009   1.484883491752E-008   7.204397403243E-009
  -649.1        1.441847490848E-009   1.484599502730E-008   7.203036023256E-009
  -649.0        1.441565111473E-009   1.484315616345E-008   7.201675137945E-009
  -648.9        1.441282833070E-009   1.484031832552E-008   7.200314747094E-009
  -648.8        1.441000655594E-009   1.483748151305E-008   7.198954850487E-009
  -648.7        1.440718579002E-009   1.483464572560E-008   7.197595447908E-009
  -648.6        1.440436603248E-009   1.483181096273E-008   7.196236539141E-009
  -648.5        1.440154728289E-009   1.482897722398E-008   7.194878123973E-009
  -648.4        1.439872954080E-009   1.482614450891E-008   7.193520202186E-009
  -648.3        1.439591280577E-009   1.482331281707E-008   7.192162773566E-009
  -648.2        1.439309707736E-009   1.482048214801E-008   7.190805837898E-009
  -648.1        1.439028235513E-009   1.481765250128E-008   7.189449394966E-009
  -648.0        1.438746863863E-009   1.481482387645E-008   7.188093444557E-009
  -647.9        1.438465592743E-009   1.481199627305E-008   7.186737986454E-009
  -647.8        1.438184422108E-009   1.480916969065E-008   7.185383020445E-009
  -647.7        1.437903351914E-009   1.480634412880E-008   7.184028546313E-009
  -647.6        1.437622382117E-009   1.480351958706E-008   7.182674563845E-009
  -647.5        1.437341512674E-009   1.480069606497E-008   7.181321072827E-009
  -647.4        1.437060743540E-009   1.479787356210E-008   7.179968073044E-009
  -647.3        1.436780074671E-009   1.479505207800E-008   7.178615564283E-009
  -647.2        1.436499506023E-009   1.479223161222E-008   7.177263546330E-009
  -647.1        1.436219037552E-009   1.478941216432E-008   7.175912018970E-009
  -647.0        1.435938669216E-009   1.478659373386E-008   7.174560981990E-009
  -646.9        1.435658400968E-009   1.478377632038E-008   7.173210435178E-009
  -646.8        1.435378232767E-009   1.478095992346E-008   7.171860378319E-009
  -646.7        1.435098164567E-009   1.477814454264E-008   7.170510811199E-009
  -646.6        1.434818196325E-009   1.477533017748E-008   7.169161733607E-009
  -646.5        1.434538327998E-009   1.477251682754E-008   7.167813145329E-009
  -646.4        1.434258559541E-009   1.476970449238E-008   7.166465046152E-009
  -646.3        1.433978890911E-009   1.476689317155E-008   7.165117435863E-009
  -646.2        1.433699322065E-009   1.476408286461E-008   7.163770314250E-009
  -646.1        1.433419852958E-009   1.476127357112E-008   7.162423681100E-009
  -646.0        1.433140483546E-009   1.475846529063E-008   7.161077536201E-009
  -645.9        1.432861213787E-009   1.475565802272E-008   7.159731879341E-009
  -645.8        1.432582043637E-009   1.475285176693E-008   7.158386710306E-009
  -645.7        1.432302973051E-009   1.475004652282E-008   7.157042028886E-009
  -645.6        1.432024001987E-009   1.474724228996E-008   7.155697834868E-009
  -645.5        1.431745130401E-009   1.474443906790E-008   7.154354128041E-009
  -645.4        1.431466358250E-009   1.474163685620E-008   7.153010908192E-009
  -645.3        1.431187685489E-009   1.473883565443E-008   7.151668175110E-009
  -645.2        1.430909112076E-009   1.473603546214E-008   7.150325928585E-009
  -645.1        1.430630637967E-009   1.473323627889E-008   7.148984168404E-009
  -645.0        1.430352263119E-009   1.473043810425E-008   7.147642894356E-009
  -644.9        1.430073987488E-009   1.472764093778E-008   7.146302106230E-009
  -644.8        1.429795811031E-009   1.472484477903E-008   7.144961803815E-009
  -644.7        1.429517733705E-009   1.472204962757E-008   7.143621986901E-009
  -644.6        1.429239755466E-009   1.471925548297E-008   7.142282655276E-009
  -644.5        1.428961876272E-009   1.471646234477E-008   7.140943808731E-009
  -644.4        1.428684096078E-009   1.471367021256E-008   7.139605447053E-009
  -644.3        1.428406414841E-009   1.471087908587E-008   7.138267570034E-009
  -644.2        1.428128832519E-009   1.470808896429E-008   7.136930177463E-009
  -644.1        1.427851349068E-009   1.470529984738E-008   7.135593269130E-009
  -644.0        1.427573964445E-009   1.470251173469E-008   7.134256844824E-009
  -643.9        1.427296678607E-009   1.469972462579E-008   7.132920904336E-009
  -643.8        1.427019491511E-009   1.469693852025E-008   7.131585447456E-009
  -643.7        1.426742403114E-009   1.469415341762E-008   7.130250473975E-009
  -643.6        1.426465413372E-009   1.469136931748E-008   7.128915983682E-009
  -643.5        1.426188522243E-009   1.468858621939E-008   7.127581976369E-009
  -643.4        1.425911729683E-009   1.468580412290E-008   7.126248451826E-009
  -643.3        1.425635035650E-009   1.468302302760E-008   7.124915409843E-009
  -643.2        1.425358440100E-009   1.468024293304E-008   7.123582850213E-009
  -643.1        1.425081942992E-009   1.467746383878E-008   7.122250772726E-009
  -643.0        1.424805544281E-009   1.467468574440E-008   7.120919177172E-009
  -642.9        1.424529243924E-009   1.467190864946E-008   7.119588063345E-009
  -642.8        1.424253041880E-009   1.466913255353E-008   7.118257431033E-009
  -642.7        1.423976938105E-009   1.466635745617E-008   7.116927280030E-009
  -642.6        1.423700932557E-009   1.466358335695E-008   7.115597610128E-009
  -642.5        1.423425025192E-009   1.466081025543E-008   7.114268421116E-009
  -642.4        1.423149215968E-009   1.465803815119E-008   7.112939712789E-009
  -642.3        1.422873504842E-009   1.465526704379E-008   7.111611484937E-009
  -642.2        1.422597891771E-009   1.465249693280E-008   7.110283737352E-009
  -642.1        1.422322376713E-009   1.464972781779E-008   7.108956469828E-009
  -642.0        1.422046959624E-009   1.464695969832E-008   7.107629682156E-009
  -641.9        1.421771640463E-009   1.464419257397E-008   7.106303374128E-009
  -641.8        1.421496419187E-009   1.464142644429E-008   7.104977545538E-009
  -641.7        1.421221295753E-009   1.463866130887E-008   7.103652196178E-009
  -641.6        1.420946270118E-009   1.463589716727E-008   7.102327325840E-009
  -641.5        1.420671342241E-009   1.463313401907E-008   7.101002934319E-009
  -641.4        1.420396512077E-009   1.463037186382E-008   7.099679021406E-009
  -641.3        1.420121779586E-009   1.462761070110E-008   7.098355586895E-009
  -641.2        1.419847144724E-009   1.462485053048E-008   7.097032630579E-009
  -641.1        1.419572607449E-009   1.462209135153E-008   7.095710152252E-009
  -641.0        1.419298167718E-009   1.461933316382E-008   7.094388151707E-009
  -640.9        1.419023825490E-009   1.461657596692E-008   7.093066628738E-009
  -640.8        1.418749580721E-009   1.461381976041E-008   7.091745583139E-009
  -640.7        1.418475433370E-009   1.461106454385E-008   7.090425014703E-009
  -640.6        1.418201383393E-009   1.460831031682E-008   7.089104923224E-009
  -640.5        1.417927430750E-009   1.460555707888E-008   7.087785308497E-009
  -640.4        1.417653575397E-009   1.460280482962E-008   7.086466170315E-009
  -640.3        1.417379817292E-009   1.460005356860E-008   7.085147508474E-009
  -640.2        1.417106156393E-009   1.459730329539E-008   7.083829322767E-009
  -640.1        1.416832592657E-009   1.459455400957E-008   7.082511612989E-009
  -640.0        1.416559126043E-009   1.459180571071E-008   7.081194378935E-009
  -639.9        1.416285756509E-009   1.458905839839E-008   7.079877620399E-009
  -639.8        1.416012484011E-009   1.458631207217E-008   7.078561337177E-009
  -639.7        1.415739308509E-009   1.458356673164E-008   7.077245529063E-009
  -639.6        1.415466229959E-009   1.458082237636E-008   7.075930195852E-009
  -639.5        1.415193248321E-009   1.457807900591E-008   7.074615337341E-009
  -639.4        1.414920363551E-009   1.457533661987E-008   7.073300953324E-009
  -639.3        1.414647575608E-009   1.457259521780E-008   7.071987043596E-009
  -639.2        1.414374884450E-009   1.456985479929E-008   7.070673607954E-009
  -639.1        1.414102290035E-009   1.456711536391E-008   7.069360646193E-009
  -639.0        1.413829792320E-009   1.456437691123E-008   7.068048158108E-009
  -638.9        1.413557391264E-009   1.456163944084E-008   7.066736143497E-009
  -638.8        1.413285086826E-009   1.455890295230E-008   7.065424602154E-009
  -638.7        1.413012878962E-009   1.455616744519E-008   7.064113533876E-009
  -638.6        1.412740767632E-009   1.455343291910E-008   7.062802938460E-009
  -638.5        1.412468752793E-009   1.455069937359E-008   7.061492815701E-009
  -638.4        1.412196834403E-009   1.454796680824E-008   7.060183165397E-009
  -638.3        1.411925012422E-009   1.454523522263E-008   7.058873987343E-009
  -638.2        1.411653286806E-009   1.454250461634E-008   7.057565281337E-009
  -638.1        1.411381657514E-009   1.453977498894E-008   7.056257047176E-009
  -638.0        1.411110124506E-009   1.453704634002E-008   7.054949284656E-009
  -637.9        1.410838687738E-009   1.453431866915E-008   7.053641993575E-009
  -637.8        1.410567347169E-009   1.453159197590E-008   7.052335173729E-009
  -637.7        1.410296102757E-009   1.452886625987E-008   7.051028824917E-009
  -637.6        1.410024954462E-009   1.452614152062E-008   7.049722946935E-009
  -637.5        1.409753902240E-009   1.452341775774E-008   7.048417539581E-009
  -637.4        1.409482946052E-009   1.452069497080E-008   7.047112602653E-009
  -637.3        1.409212085854E-009   1.451797315938E-008   7.045808135948E-009
  -637.2        1.408941321606E-009   1.451525232308E-008   7.044504139265E-009
  -637.1        1.408670653266E-009   1.451253246145E-008   7.043200612401E-009
  -637.0        1.408400080793E-009   1.450981357409E-008   7.041897555155E-009
  -636.9        1.408129604145E-009   1.450709566057E-008   7.040594967324E-009
  -636.8        1.407859223280E-009   1.450437872048E-008   7.039292848708E-009
